SR NO,GROUP,SYMBOL,DESCRIPTION,LP,DIGITS,Benchmark,Core Spread,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P51,P52,P53,P54,P55,P56,P57,P59,P60,P62,P63,P64,P65,P66,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103
1202,IndexFuture,SPN35_JUL23, Spain 35 - July  2023 Expiry : 21 Jul 2023 at 14:00 GMT,CMC,1,5.7,4.9,5.7,6.7,8.7,9.7,10.7,11.7,12.7,13.7,18.8,9.7,18.8,13.7,5.7,10.7,9.7,37.6,9.7,8.7,9.7,11.7,11.7,9.7,18.8,18.8,10.7,9.7,10.7,13.7,11.7,10.7,13.7,5.7,9.7,13.7,10.7,10.7,13.7,9.7,12.7,12.7,8.7,9.7,11.7,8.7,9.7,12.7,11.7,5.7,13.7,6.7,18.8,11.7,10.7,8.7,8.7,10.7,11.7,9.7,10.7,11.7,10.7,10.7,9.7,10.7,18.8,11.7,8.7,11.7,10.7,5.7,18.8,9.7,10.7,11.7,18.8,5.7,9.7,9.7,9.7,9.7,9.7,10.7,9.7,10.7,12.7,11.7,18.8,8.7,8.7,10.7,9.7,11.7,10.7,9.7,9.7
1203,IndexFuture,UK100_SEP23, UK 100 - Sep 2023 Expiry: 15 Sep 2023 at 09:00 GMT,CMC,1,2.6,1.4,2.6,3.2,4.1,5.1,6.1,7.4,8.7,12.4,16.9,5.1,16.9,12.4,2.6,6.1,5.1,33.8,5.1,4.1,5.1,7.4,7.4,5.1,16.9,16.9,6.1,5.1,6.1,12.4,7.4,6.1,12.4,2.6,5.1,12.4,6.1,6.1,12.4,5.1,8.7,8.7,4.1,5.1,7.4,4.1,5.1,8.7,7.4,2.6,12.4,3.2,16.9,7.4,6.1,4.1,4.1,6.1,7.4,5.1,6.1,7.4,6.1,6.1,5.1,6.1,16.9,7.4,4.1,7.4,6.1,2.6,16.9,5.1,6.1,7.4,16.9,2.6,5.1,5.1,5.1,5.1,5.1,6.1,5.1,6.1,8.7,7.4,16.9,4.1,4.1,6.1,5.1,7.4,6.1,5.1,5.1
1204,IndexFuture,US30_SEP23, US30 - Sep 2023 Expiry: 15 Sep 2023 at 12:00 GMT,CMC,1,4.5,2.6,4.5,5.8,5.5,6.1,6.7,7.7,8.9,14.2,16.8,6.1,16.8,14.2,4.5,6.7,6.1,33.6,6.1,5.5,6.1,7.7,7.7,6.1,16.8,16.8,6.7,6.1,6.7,14.2,7.7,6.7,14.2,4.5,6.1,14.2,6.7,6.7,14.2,6.1,8.9,8.9,5.5,6.1,7.7,5.5,6.1,8.9,7.7,4.5,14.2,5.8,16.8,7.7,6.7,5.5,5.5,6.7,7.7,6.1,6.7,7.7,6.7,6.7,6.1,6.7,16.8,7.7,5.5,7.7,6.7,4.5,16.8,6.1,6.7,7.7,16.8,4.5,6.1,6.1,6.1,6.1,6.1,6.7,6.1,6.7,8.9,7.7,16.8,5.5,3.5,6.7,6.1,7.7,6.7,6.1,6.1
1205,IndexFuture,US500_SEP23, US SPX 500 - Sep 2023 Expiry: 15th Sep 2023 at 12:00 GMT,CMC,2,0.42,0.42,0.45,0.55,0.65,1.5,2.5,3.5,4.5,5.5,8.7,1.5,8.7,5.5,0.45,2.5,1.5,17.4,1.5,0.65,1.5,3.5,3.5,1.5,8.7,8.7,2.5,1.5,2.5,5.5,3.5,2.5,5.5,0.45,1.5,5.5,2.5,2.5,5.5,1.5,4.5,4.5,0.65,1.5,3.5,0.65,1.5,4.5,3.5,0.45,5.5,0.55,8.7,3.5,2.5,0.65,0.65,2.5,3.5,1.5,2.5,3.5,2.5,2.5,1.5,2.5,8.7,3.5,0.65,3.5,2.5,0.45,8.7,1.5,2.5,3.5,8.7,0.45,1.5,1.5,1.5,1.5,1.5,2.5,1.5,2.5,4.5,3.5,8.7,0.65,0.6,2.5,1.5,3.5,2.5,1.5,1.5
1206,IndexFuture,USSMALLCAP2000_SEP23, US Small Cap 2000 - Sep 2023 Expiry: 15 Sep 2023 at 12:00 GMT,CMC,2,0.43,0.35,0.43,0.53,0.98,2.2,3.6,4.6,5.8,7.8,11.8,2.2,11.8,7.8,0.43,3.6,2.2,23.6,2.2,0.98,2.2,4.6,4.6,2.2,11.8,11.8,3.6,2.2,3.6,7.8,4.6,3.6,7.8,0.43,2.2,7.8,3.6,3.6,7.8,2.2,5.8,5.8,0.98,2.2,4.6,0.98,2.2,5.8,4.6,0.43,7.8,0.53,11.8,4.6,3.6,0.98,0.98,3.6,4.6,2.2,3.6,4.6,3.6,3.6,2.2,3.6,11.8,4.6,0.98,4.6,3.6,0.43,11.8,2.2,3.6,4.6,11.8,0.43,2.2,2.2,2.2,2.2,2.2,3.6,2.2,3.6,5.8,4.6,11.8,0.98,0.5,3.6,2.2,4.6,3.6,2.2,2.2
1207,USEQUITY,ACLS,Axcelis Technologies Inc,CMC,3,0.15,0.15,0.22,0.26,0.3,0.34,0.38,0.45,0.57,0.8,0.95,0.34,0.95,0.8,0.22,0.38,0.34,0.95,0.34,0.3,0.34,0.45,0.45,0.34,0.95,0.95,0.38,0.34,0.38,0.8,0.45,0.38,0.8,0.3,0.34,0.8,0.38,0.38,0.8,0.34,0.57,0.57,0.3,0.34,0.45,0.3,0.34,0.57,0.45,0.22,0.8,0.26,0.95,0.45,0.38,0.3,0.3,0.38,0.25,0.34,0.38,0.45,0.38,0.38,0.34,0.38,0.95,0.45,0.3,0.45,0.38,0.3,0.95,0.34,0.38,0.45,0.95,0.22,0.34,0.34,0.34,0.34,0.34,0.38,0.34,0.38,0.57,0.45,0.95,0.3,0.3,0.38,0.34,0.45,0.38,0.34,0.34
1208,USEQUITY,AEHR,Aehr Test Systems,CMC,3,0.06,0.06,0.08,0.1,0.12,0.16,0.19,0.24,0.37,0.48,0.58,0.16,0.58,0.48,0.08,0.19,0.16,0.58,0.16,0.12,0.16,0.24,0.24,0.16,0.58,0.58,0.19,0.16,0.19,0.48,0.24,0.19,0.48,0.12,0.16,0.48,0.19,0.19,0.48,0.16,0.37,0.37,0.12,0.16,0.24,0.12,0.16,0.37,0.24,0.08,0.48,0.1,0.58,0.24,0.19,0.12,0.12,0.19,0.16,0.16,0.19,0.24,0.19,0.19,0.16,0.19,0.58,0.24,0.12,0.24,0.19,0.12,0.58,0.16,0.19,0.24,0.58,0.08,0.16,0.16,0.16,0.16,0.16,0.19,0.16,0.19,0.37,0.24,0.58,0.12,0.12,0.19,0.16,0.24,0.19,0.16,0.16
1209,USEQUITY,EXAS,Exact Sciences Corp,CMC,3,0.14,0.14,0.18,0.21,0.25,0.32,0.39,0.47,0.55,0.7,0.87,0.32,0.87,0.7,0.18,0.39,0.32,0.87,0.32,0.25,0.32,0.47,0.47,0.32,0.87,0.87,0.39,0.32,0.39,0.7,0.47,0.39,0.7,0.28,0.32,0.7,0.39,0.39,0.7,0.32,0.55,0.55,0.25,0.32,0.47,0.25,0.32,0.55,0.47,0.18,0.7,0.21,0.87,0.47,0.39,0.25,0.25,0.39,0.24,0.32,0.39,0.47,0.39,0.39,0.32,0.39,0.87,0.47,0.25,0.47,0.39,0.28,0.87,0.32,0.39,0.47,0.87,0.18,0.32,0.32,0.32,0.32,0.32,0.39,0.32,0.39,0.55,0.47,0.87,0.25,0.25,0.39,0.32,0.47,0.39,0.32,0.32
1210,USEQUITY,GTLB,Gitlab Inc. ,CMC,3,0.04,0.04,0.08,0.1,0.12,0.15,0.18,0.22,0.35,0.46,0.56,0.15,0.56,0.46,0.08,0.18,0.15,0.56,0.15,0.12,0.15,0.22,0.22,0.15,0.56,0.56,0.18,0.15,0.18,0.46,0.22,0.18,0.46,0.08,0.15,0.46,0.18,0.18,0.46,0.15,0.35,0.35,0.12,0.15,0.22,0.12,0.15,0.35,0.22,0.08,0.46,0.1,0.56,0.22,0.18,0.12,0.12,0.18,0.14,0.15,0.18,0.22,0.18,0.18,0.15,0.18,0.56,0.22,0.12,0.22,0.18,0.08,0.56,0.15,0.18,0.22,0.56,0.08,0.15,0.15,0.15,0.15,0.15,0.18,0.15,0.18,0.35,0.22,0.56,0.12,0.12,0.18,0.15,0.22,0.18,0.15,0.15
1211,USEQUITY,PSTG,Pure Storage Inc,CMC,3,0.01,0.01,0.08,0.1,0.12,0.15,0.18,0.22,0.35,0.46,0.56,0.15,0.56,0.46,0.08,0.18,0.15,0.56,0.15,0.12,0.15,0.22,0.22,0.15,0.56,0.56,0.18,0.15,0.18,0.46,0.22,0.18,0.46,0.02,0.15,0.46,0.18,0.18,0.46,0.15,0.35,0.35,0.12,0.15,0.22,0.12,0.15,0.35,0.22,0.08,0.46,0.1,0.56,0.22,0.18,0.12,0.12,0.18,0.11,0.15,0.18,0.22,0.18,0.18,0.15,0.18,0.56,0.22,0.12,0.22,0.18,0.02,0.56,0.15,0.18,0.22,0.56,0.08,0.15,0.15,0.15,0.15,0.15,0.18,0.15,0.18,0.35,0.22,0.56,0.12,0.12,0.18,0.15,0.22,0.18,0.15,0.15
1212,USEQUITY,XP,XP Inc,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.1,0.16,0.25,0.35,0.5,0.07,0.5,0.35,0.03,0.1,0.07,0.5,0.07,0.05,0.07,0.16,0.16,0.07,0.5,0.5,0.1,0.07,0.1,0.35,0.16,0.1,0.35,0.02,0.07,0.35,0.1,0.1,0.35,0.07,0.25,0.25,0.05,0.07,0.16,0.05,0.07,0.25,0.16,0.03,0.35,0.04,0.5,0.16,0.1,0.05,0.05,0.1,0.11,0.07,0.1,0.16,0.1,0.1,0.07,0.1,0.5,0.16,0.05,0.16,0.1,0.02,0.5,0.07,0.1,0.16,0.5,0.03,0.07,0.07,0.07,0.07,0.07,0.1,0.07,0.1,0.25,0.16,0.5,0.05,0.05,0.1,0.07,0.16,0.1,0.07,0.07
1213,USEQUITY,GH,Guardant Health Inc,CMC,3,0.04,0.04,0.08,0.1,0.12,0.15,0.18,0.22,0.35,0.46,0.56,0.15,0.56,0.46,0.08,0.18,0.15,0.56,0.15,0.12,0.15,0.22,0.22,0.15,0.56,0.56,0.18,0.15,0.18,0.46,0.22,0.18,0.46,0.08,0.15,0.46,0.18,0.18,0.46,0.15,0.35,0.35,0.12,0.15,0.22,0.12,0.15,0.35,0.22,0.08,0.46,0.1,0.56,0.22,0.18,0.12,0.12,0.18,0.14,0.15,0.18,0.22,0.18,0.18,0.15,0.18,0.56,0.22,0.12,0.22,0.18,0.08,0.56,0.15,0.18,0.22,0.56,0.08,0.15,0.15,0.15,0.15,0.15,0.18,0.15,0.18,0.35,0.22,0.56,0.12,0.12,0.18,0.15,0.22,0.18,0.15,0.15
1214,USEQUITY,CFLT,Confluent Inc,CMC,3,0.02,0.02,0.07,0.1,0.12,0.15,0.18,0.22,0.35,0.46,0.56,0.15,0.56,0.46,0.07,0.18,0.15,0.56,0.15,0.12,0.15,0.22,0.22,0.15,0.56,0.56,0.18,0.15,0.18,0.46,0.22,0.18,0.46,0.04,0.15,0.46,0.18,0.18,0.46,0.15,0.35,0.35,0.12,0.15,0.22,0.12,0.15,0.35,0.22,0.07,0.46,0.1,0.56,0.22,0.18,0.12,0.12,0.18,0.12,0.15,0.18,0.22,0.18,0.18,0.15,0.18,0.56,0.22,0.12,0.22,0.18,0.04,0.56,0.15,0.18,0.22,0.56,0.07,0.15,0.15,0.15,0.15,0.15,0.18,0.15,0.18,0.35,0.22,0.56,0.12,0.12,0.18,0.15,0.22,0.18,0.15,0.15
1215,USEQUITY,BMY,Bristol-Myers Squibb Co,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.15,0.3,0.46,0.66,0.07,0.66,0.46,0.03,0.09,0.07,0.66,0.07,0.05,0.07,0.15,0.15,0.07,0.66,0.66,0.09,0.07,0.09,0.46,0.15,0.09,0.46,0.02,0.07,0.46,0.09,0.09,0.46,0.07,0.3,0.3,0.05,0.07,0.15,0.05,0.07,0.3,0.15,0.03,0.46,0.04,0.66,0.15,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.15,0.09,0.09,0.07,0.09,0.66,0.15,0.05,0.15,0.09,0.02,0.66,0.07,0.09,0.15,0.66,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.3,0.15,0.66,0.05,0.05,0.09,0.07,0.15,0.09,0.07,0.07
1216,USEQUITY,VTRS,Viatris Inc,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.15,0.23,0.34,0.44,0.07,0.44,0.34,0.03,0.09,0.07,0.44,0.07,0.05,0.07,0.15,0.15,0.07,0.44,0.44,0.09,0.07,0.09,0.34,0.15,0.09,0.34,0.02,0.07,0.34,0.09,0.09,0.34,0.07,0.23,0.23,0.05,0.07,0.15,0.05,0.07,0.23,0.15,0.03,0.34,0.04,0.44,0.15,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.15,0.09,0.09,0.07,0.09,0.44,0.15,0.05,0.15,0.09,0.02,0.44,0.07,0.09,0.15,0.44,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.23,0.15,0.44,0.05,0.05,0.09,0.07,0.15,0.09,0.07,0.07
1217,USEQUITY,CNC,Centene Corp,CMC,3,0.02,0.02,0.06,0.09,0.12,0.16,0.26,0.36,0.5,0.65,0.82,0.16,0.82,0.65,0.06,0.26,0.16,0.82,0.16,0.12,0.16,0.36,0.36,0.16,0.82,0.82,0.26,0.16,0.26,0.65,0.36,0.26,0.65,0.04,0.16,0.65,0.26,0.26,0.65,0.16,0.5,0.5,0.12,0.16,0.36,0.12,0.16,0.5,0.36,0.06,0.65,0.09,0.82,0.36,0.26,0.12,0.12,0.26,0.12,0.16,0.26,0.36,0.26,0.26,0.16,0.26,0.82,0.36,0.12,0.36,0.26,0.04,0.82,0.16,0.26,0.36,0.82,0.06,0.16,0.16,0.16,0.16,0.16,0.26,0.16,0.26,0.5,0.36,0.82,0.12,0.12,0.26,0.16,0.36,0.26,0.16,0.16
1218,USEQUITY,LYB,LyondellBasell Industries NV,CMC,3,0.04,0.04,0.1,0.18,0.26,0.35,0.41,0.48,0.58,0.7,0.85,0.35,0.85,0.7,0.1,0.41,0.35,0.85,0.35,0.26,0.35,0.48,0.48,0.35,0.85,0.85,0.41,0.35,0.41,0.7,0.48,0.41,0.7,0.08,0.35,0.7,0.41,0.41,0.7,0.35,0.58,0.58,0.26,0.35,0.48,0.26,0.35,0.58,0.48,0.1,0.7,0.18,0.85,0.48,0.41,0.26,0.26,0.41,0.14,0.35,0.41,0.48,0.41,0.41,0.35,0.41,0.85,0.48,0.26,0.48,0.41,0.08,0.85,0.35,0.41,0.48,0.85,0.1,0.35,0.35,0.35,0.35,0.35,0.41,0.35,0.41,0.58,0.48,0.85,0.26,0.26,0.41,0.35,0.48,0.41,0.35,0.35
1219,USEQUITY,LTHM,Livent Corp,CMC,3,0.01,0.01,0.05,0.06,0.07,0.09,0.12,0.16,0.27,0.38,0.48,0.09,0.48,0.38,0.05,0.12,0.09,0.48,0.09,0.07,0.09,0.16,0.16,0.09,0.48,0.48,0.12,0.09,0.12,0.38,0.16,0.12,0.38,0.02,0.09,0.38,0.12,0.12,0.38,0.09,0.27,0.27,0.07,0.09,0.16,0.07,0.09,0.27,0.16,0.05,0.38,0.06,0.48,0.16,0.12,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.12,0.12,0.09,0.12,0.48,0.16,0.07,0.16,0.12,0.02,0.48,0.09,0.12,0.16,0.48,0.05,0.09,0.09,0.09,0.09,0.09,0.12,0.09,0.12,0.27,0.16,0.48,0.07,0.07,0.12,0.09,0.16,0.12,0.09,0.09
1220,USEQUITY,AMN,AMN Healthcare Services Inc,CMC,3,0.15,0.15,0.22,0.26,0.3,0.34,0.38,0.45,0.57,0.8,0.95,0.34,0.95,0.8,0.22,0.38,0.34,0.95,0.34,0.3,0.34,0.45,0.45,0.34,0.95,0.95,0.38,0.34,0.38,0.8,0.45,0.38,0.8,0.3,0.34,0.8,0.38,0.38,0.8,0.34,0.57,0.57,0.3,0.34,0.45,0.3,0.34,0.57,0.45,0.22,0.8,0.26,0.95,0.45,0.38,0.3,0.3,0.38,0.25,0.34,0.38,0.45,0.38,0.38,0.34,0.38,0.95,0.45,0.3,0.45,0.38,0.3,0.95,0.34,0.38,0.45,0.95,0.22,0.34,0.34,0.34,0.34,0.34,0.38,0.34,0.38,0.57,0.45,0.95,0.3,0.3,0.38,0.34,0.45,0.38,0.34,0.34
1221,USEQUITY,SQ,Block Inc,CMC,3,0.03,0.03,0.08,0.11,0.13,0.16,0.23,0.32,0.44,0.59,0.69,0.16,0.69,0.59,0.08,0.23,0.16,0.69,0.16,0.13,0.16,0.32,0.32,0.16,0.69,0.69,0.23,0.16,0.23,0.59,0.32,0.23,0.59,0.06,0.16,0.59,0.23,0.23,0.59,0.16,0.44,0.44,0.13,0.16,0.32,0.13,0.16,0.44,0.32,0.08,0.59,0.11,0.69,0.32,0.23,0.13,0.13,0.23,0.13,0.16,0.23,0.32,0.23,0.23,0.16,0.23,0.69,0.32,0.13,0.32,0.23,0.06,0.69,0.16,0.23,0.32,0.69,0.08,0.16,0.16,0.16,0.16,0.16,0.23,0.16,0.23,0.44,0.32,0.69,0.13,0.13,0.23,0.16,0.32,0.23,0.16,0.16
1222,USEQUITY,THS,TreeHouse Foods Inc,CMC,3,0.08,0.08,0.13,0.16,0.19,0.22,0.25,0.34,0.46,0.61,0.71,0.22,0.71,0.61,0.13,0.25,0.22,0.71,0.22,0.19,0.22,0.34,0.34,0.22,0.71,0.71,0.25,0.22,0.25,0.61,0.34,0.25,0.61,0.16,0.22,0.61,0.25,0.25,0.61,0.22,0.46,0.46,0.19,0.22,0.34,0.19,0.22,0.46,0.34,0.13,0.61,0.16,0.71,0.34,0.25,0.19,0.19,0.25,0.18,0.22,0.25,0.34,0.25,0.25,0.22,0.25,0.71,0.34,0.19,0.34,0.25,0.16,0.71,0.22,0.25,0.34,0.71,0.13,0.22,0.22,0.22,0.22,0.22,0.25,0.22,0.25,0.46,0.34,0.71,0.19,0.19,0.25,0.22,0.34,0.25,0.22,0.22
1223,USEQUITY,GIS,General Mills Inc,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.15,0.3,0.46,0.66,0.07,0.66,0.46,0.03,0.09,0.07,0.66,0.07,0.05,0.07,0.15,0.15,0.07,0.66,0.66,0.09,0.07,0.09,0.46,0.15,0.09,0.46,0.02,0.07,0.46,0.09,0.09,0.46,0.07,0.3,0.3,0.05,0.07,0.15,0.05,0.07,0.3,0.15,0.03,0.46,0.04,0.66,0.15,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.15,0.09,0.09,0.07,0.09,0.66,0.15,0.05,0.15,0.09,0.02,0.66,0.07,0.09,0.15,0.66,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.3,0.15,0.66,0.05,0.05,0.09,0.07,0.15,0.09,0.07,0.07
1224,USEQUITY,RF,Regions Financial Corp,CMC,3,0.01,0.01,0.05,0.06,0.07,0.09,0.12,0.16,0.27,0.38,0.48,0.09,0.48,0.38,0.05,0.12,0.09,0.48,0.09,0.07,0.09,0.16,0.16,0.09,0.48,0.48,0.12,0.09,0.12,0.38,0.16,0.12,0.38,0.02,0.09,0.38,0.12,0.12,0.38,0.09,0.27,0.27,0.07,0.09,0.16,0.07,0.09,0.27,0.16,0.05,0.38,0.06,0.48,0.16,0.12,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.12,0.12,0.09,0.12,0.48,0.16,0.07,0.16,0.12,0.02,0.48,0.09,0.12,0.16,0.48,0.05,0.09,0.09,0.09,0.09,0.09,0.12,0.09,0.12,0.27,0.16,0.48,0.07,0.07,0.12,0.09,0.16,0.12,0.09,0.09
1225,USEQUITY,TGNA,Tegna Inc,CMC,3,0.01,0.01,0.05,0.06,0.07,0.09,0.12,0.16,0.27,0.38,0.48,0.09,0.48,0.38,0.05,0.12,0.09,0.48,0.09,0.07,0.09,0.16,0.16,0.09,0.48,0.48,0.12,0.09,0.12,0.38,0.16,0.12,0.38,0.02,0.09,0.38,0.12,0.12,0.38,0.09,0.27,0.27,0.07,0.09,0.16,0.07,0.09,0.27,0.16,0.05,0.38,0.06,0.48,0.16,0.12,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.12,0.12,0.09,0.12,0.48,0.16,0.07,0.16,0.12,0.02,0.48,0.09,0.12,0.16,0.48,0.05,0.09,0.09,0.09,0.09,0.09,0.12,0.09,0.12,0.27,0.16,0.48,0.07,0.07,0.12,0.09,0.16,0.12,0.09,0.09
1226,USEQUITY,SEM,Select Medical Holdings Corp,CMC,3,0.05,0.05,0.09,0.11,0.14,0.16,0.23,0.28,0.41,0.52,0.62,0.16,0.62,0.52,0.09,0.23,0.16,0.62,0.16,0.14,0.16,0.28,0.28,0.16,0.62,0.62,0.23,0.16,0.23,0.52,0.28,0.23,0.52,0.1,0.16,0.52,0.23,0.23,0.52,0.16,0.41,0.41,0.14,0.16,0.28,0.14,0.16,0.41,0.28,0.09,0.52,0.11,0.62,0.28,0.23,0.14,0.14,0.23,0.15,0.16,0.23,0.28,0.23,0.23,0.16,0.23,0.62,0.28,0.14,0.28,0.23,0.1,0.62,0.16,0.23,0.28,0.62,0.09,0.16,0.16,0.16,0.16,0.16,0.23,0.16,0.23,0.41,0.28,0.62,0.14,0.14,0.23,0.16,0.28,0.23,0.16,0.16
1227,USEQUITY,TROX,Tronox Ltd,CMC,3,0.01,0.01,0.05,0.06,0.07,0.09,0.12,0.16,0.27,0.38,0.48,0.09,0.48,0.38,0.05,0.12,0.09,0.48,0.09,0.07,0.09,0.16,0.16,0.09,0.48,0.48,0.12,0.09,0.12,0.38,0.16,0.12,0.38,0.02,0.09,0.38,0.12,0.12,0.38,0.09,0.27,0.27,0.07,0.09,0.16,0.07,0.09,0.27,0.16,0.05,0.38,0.06,0.48,0.16,0.12,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.12,0.12,0.09,0.12,0.48,0.16,0.07,0.16,0.12,0.02,0.48,0.09,0.12,0.16,0.48,0.05,0.09,0.09,0.09,0.09,0.09,0.12,0.09,0.12,0.27,0.16,0.48,0.07,0.07,0.12,0.09,0.16,0.12,0.09,0.09
1228,USEQUITY,GPN,Global Payments Inc,CMC,3,0.07,0.07,0.1,0.12,0.15,0.17,0.24,0.29,0.42,0.56,0.73,0.17,0.73,0.56,0.1,0.24,0.17,0.73,0.17,0.15,0.17,0.29,0.29,0.17,0.73,0.73,0.24,0.17,0.24,0.56,0.29,0.24,0.56,0.14,0.17,0.56,0.24,0.24,0.56,0.17,0.42,0.42,0.15,0.17,0.29,0.15,0.17,0.42,0.29,0.1,0.56,0.12,0.73,0.29,0.24,0.15,0.15,0.24,0.17,0.17,0.24,0.29,0.24,0.24,0.17,0.24,0.73,0.29,0.15,0.29,0.24,0.14,0.73,0.17,0.24,0.29,0.73,0.1,0.17,0.17,0.17,0.17,0.17,0.24,0.17,0.24,0.42,0.29,0.73,0.15,0.15,0.24,0.17,0.29,0.24,0.17,0.17
1229,USEQUITY,DIOD,Diodes Inc,CMC,2,0.13,0.13,0.18,0.21,0.25,0.32,0.39,0.47,0.55,0.7,0.87,0.32,0.87,0.7,0.18,0.39,0.32,0.87,0.32,0.25,0.32,0.47,0.47,0.32,0.87,0.87,0.39,0.32,0.39,0.7,0.47,0.39,0.7,0.26,0.32,0.7,0.39,0.39,0.7,0.32,0.55,0.55,0.25,0.32,0.47,0.25,0.32,0.55,0.47,0.18,0.7,0.21,0.87,0.47,0.39,0.25,0.25,0.39,0.23,0.32,0.39,0.47,0.39,0.39,0.32,0.39,0.87,0.47,0.25,0.47,0.39,0.26,0.87,0.32,0.39,0.47,0.87,0.18,0.32,0.32,0.32,0.32,0.32,0.39,0.32,0.39,0.55,0.47,0.87,0.25,0.25,0.39,0.32,0.47,0.39,0.32,0.32
1230,USEQUITY,LITE,Lumentum Holdings Inc,CMC,3,0.02,0.02,0.04,0.05,0.06,0.11,0.17,0.28,0.4,0.49,0.58,0.11,0.58,0.49,0.04,0.17,0.11,0.58,0.11,0.06,0.11,0.28,0.28,0.11,0.58,0.58,0.17,0.11,0.17,0.49,0.28,0.17,0.49,0.04,0.11,0.49,0.17,0.17,0.49,0.11,0.4,0.4,0.06,0.11,0.28,0.06,0.11,0.4,0.28,0.04,0.49,0.05,0.58,0.28,0.17,0.06,0.06,0.17,0.12,0.11,0.17,0.28,0.17,0.17,0.11,0.17,0.58,0.28,0.06,0.28,0.17,0.04,0.58,0.11,0.17,0.28,0.58,0.04,0.11,0.11,0.11,0.11,0.11,0.17,0.11,0.17,0.4,0.28,0.58,0.06,0.06,0.17,0.11,0.28,0.17,0.11,0.11
1231,USEQUITY,NUSKIN,Nu Skin Enterprises Inc,CMC,3,0.04,0.04,0.08,0.1,0.12,0.15,0.18,0.22,0.35,0.46,0.56,0.15,0.56,0.46,0.08,0.18,0.15,0.56,0.15,0.12,0.15,0.22,0.22,0.15,0.56,0.56,0.18,0.15,0.18,0.46,0.22,0.18,0.46,0.08,0.15,0.46,0.18,0.18,0.46,0.15,0.35,0.35,0.12,0.15,0.22,0.12,0.15,0.35,0.22,0.08,0.46,0.1,0.56,0.22,0.18,0.12,0.12,0.18,0.14,0.15,0.18,0.22,0.18,0.18,0.15,0.18,0.56,0.22,0.12,0.22,0.18,0.08,0.56,0.15,0.18,0.22,0.56,0.08,0.15,0.15,0.15,0.15,0.15,0.18,0.15,0.18,0.35,0.22,0.56,0.12,0.12,0.18,0.15,0.22,0.18,0.15,0.15
1232,USEQUITY,PARA,Paramount Global,CMC,3,0.01,0.01,0.05,0.06,0.07,0.09,0.12,0.16,0.27,0.38,0.48,0.09,0.48,0.38,0.05,0.12,0.09,0.48,0.09,0.07,0.09,0.16,0.16,0.09,0.48,0.48,0.12,0.09,0.12,0.38,0.16,0.12,0.38,0.02,0.09,0.38,0.12,0.12,0.38,0.09,0.27,0.27,0.07,0.09,0.16,0.07,0.09,0.27,0.16,0.05,0.38,0.06,0.48,0.16,0.12,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.12,0.12,0.09,0.12,0.48,0.16,0.07,0.16,0.12,0.02,0.48,0.09,0.12,0.16,0.48,0.05,0.09,0.09,0.09,0.09,0.09,0.12,0.09,0.12,0.27,0.16,0.48,0.07,0.07,0.12,0.09,0.16,0.12,0.09,0.09
1233,USEQUITY,CRUS,Cirrus Logic Inc,CMC,2,0.07,0.07,0.1,0.12,0.15,0.17,0.24,0.29,0.42,0.56,0.73,0.17,0.73,0.56,0.1,0.24,0.17,0.73,0.17,0.15,0.17,0.29,0.29,0.17,0.73,0.73,0.24,0.17,0.24,0.56,0.29,0.24,0.56,0.14,0.17,0.56,0.24,0.24,0.56,0.17,0.42,0.42,0.15,0.17,0.29,0.15,0.17,0.42,0.29,0.1,0.56,0.12,0.73,0.29,0.24,0.15,0.15,0.24,0.17,0.17,0.24,0.29,0.24,0.24,0.17,0.24,0.73,0.29,0.15,0.29,0.24,0.14,0.73,0.17,0.24,0.29,0.73,0.1,0.17,0.17,0.17,0.17,0.17,0.24,0.17,0.24,0.42,0.29,0.73,0.15,0.15,0.24,0.17,0.29,0.24,0.17,0.17
